u,v,grad_attr_score
0,1,0.023062205
0,1,0.0043236706
0,1,0.005895118
0,1,0.0042639035
0,1,0.004555597
0,1,0.002471936
0,1,0.0016410702
0,1,0.0040263846
0,1,0.017925497
0,1,0.0027578496
0,1,0.0068440135
0,1,0.024096739
0,1,0.001967171
